Id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
38487,35,housemaid,single,secondary,0,-122,1,1,cellular,13,may,97,5,-1,0,unk0wn,0
38488,52,management,divorced,secondary,0,-607,1,0,cellular,13,may,449,6,-1,0,unk0wn,0
38489,34,blue-collar,married,secondary,0,113,1,0,cellular,13,may,16,2,-1,0,unk0wn,0
38490,45,admin.,married,secondary,0,358,1,0,cellular,13,may,134,2,-1,0,unk0wn,0
38491,35,blue-collar,married,secondary,0,635,1,0,cellular,13,may,265,2,-1,0,unk0wn,0
38492,36,blue-collar,married,primary,0,38,1,1,cellular,13,may,285,2,335,1,other,0
38493,49,admin.,single,primary,0,655,1,0,cellular,13,may,32,5,-1,0,unk0wn,0
38494,42,blue-collar,married,primary,0,21,1,0,cellular,13,may,383,5,288,11,other,0
38495,52,management,married,tertiary,0,0,1,0,telephone,13,may,179,3,257,6,other,0
38496,55,retired,married,secondary,0,1279,1,0,cellular,13,may,446,3,357,8,other,0
38497,33,blue-collar,married,primary,0,142,1,0,cellular,13,may,136,5,-1,0,unk0wn,0
38498,44,admin.,divorced,tertiary,0,994,1,0,cellular,13,may,420,3,-1,0,unk0wn,0
38499,39,blue-collar,married,secondary,0,0,1,0,cellular,13,may,513,3,176,2,failure,0
38500,40,management,married,tertiary,0,342,1,0,cellular,13,may,133,4,-1,0,unk0wn,0
38501,42,services,married,secondary,0,108,1,1,cellular,13,may,225,2,365,7,failure,0
38502,32,blue-collar,married,secondary,0,335,1,0,cellular,13,may,240,3,370,1,failure,0
38503,27,management,single,tertiary,0,205,0,0,cellular,13,may,204,3,-1,0,unk0wn,0
38504,35,blue-collar,married,primary,0,298,1,0,cellular,13,may,135,2,370,2,failure,0
38505,47,blue-collar,married,unk0wn,0,878,1,0,cellular,13,may,245,4,-1,0,unk0wn,0
38506,30,technician,single,tertiary,0,106,1,0,cellular,13,may,119,3,-1,0,unk0wn,0
38507,29,services,divorced,secondary,0,-7,1,0,cellular,13,may,1279,3,-1,0,unk0wn,1
38508,29,services,married,secondary,0,182,1,0,telephone,13,may,38,3,-1,0,unk0wn,0
38509,48,technician,married,secondary,0,-38,1,0,cellular,13,may,331,3,-1,0,unk0wn,0
38510,33,technician,married,secondary,0,668,1,1,cellular,13,may,771,2,173,4,other,0
38511,32,services,married,tertiary,0,4908,0,1,cellular,13,may,491,2,-1,0,unk0wn,0
38512,40,blue-collar,married,primary,0,830,1,0,cellular,13,may,873,3,370,2,failure,1
38513,32,technician,single,tertiary,0,0,1,1,cellular,13,may,440,2,-1,0,unk0wn,1
38514,55,technician,married,tertiary,0,639,1,0,telephone,13,may,992,5,370,3,other,0
38515,38,blue-collar,married,primary,0,4406,1,0,telephone,13,may,689,2,-1,0,unk0wn,1
38516,37,blue-collar,married,secondary,0,121,1,1,cellular,13,may,302,4,-1,0,unk0wn,0
38517,31,services,single,secondary,0,1510,1,0,cellular,13,may,72,4,176,1,failure,0
38518,44,services,married,secondary,0,4837,1,0,cellular,13,may,324,3,-1,0,unk0wn,0
38519,53,technician,married,secondary,0,6831,0,0,cellular,13,may,1130,2,-1,0,unk0wn,1
38520,41,management,married,tertiary,0,1204,1,1,cellular,13,may,310,2,-1,0,unk0wn,0
38521,52,entrepreneur,married,secondary,0,3332,1,1,cellular,13,may,182,4,-1,0,unk0wn,0
38522,35,blue-collar,single,unk0wn,0,597,1,0,cellular,13,may,1309,2,-1,0,unk0wn,0
38523,38,unemployed,single,secondary,0,1354,1,0,cellular,13,may,364,2,343,4,failure,0
38524,49,entrepreneur,married,tertiary,0,4976,1,0,cellular,13,may,36,9,173,1,failure,0
38525,29,blue-collar,single,primary,0,1768,1,0,cellular,13,may,426,3,344,1,other,0
38526,35,technician,married,secondary,0,-255,1,0,cellular,13,may,196,3,265,2,failure,0
38527,33,technician,single,secondary,0,181,1,0,cellular,13,may,25,7,-1,0,unk0wn,0
38528,32,blue-collar,married,secondary,0,-446,0,0,cellular,13,may,126,2,344,1,failure,0
38529,39,management,single,tertiary,0,30,1,0,cellular,13,may,201,3,-1,0,unk0wn,0
38530,42,services,divorced,secondary,0,83,0,0,cellular,13,may,300,5,358,6,failure,0
38531,35,services,divorced,secondary,0,78,1,0,telephone,13,may,630,3,371,3,failure,0
38532,47,services,single,secondary,0,897,1,0,telephone,13,may,48,4,176,2,failure,0
38533,45,admin.,married,secondary,0,1501,1,0,cellular,13,may,189,3,-1,0,unk0wn,0
38534,30,management,single,tertiary,0,2,1,1,cellular,13,may,305,8,-1,0,unk0wn,0
38535,32,technician,married,tertiary,0,396,1,0,cellular,13,may,205,3,-1,0,unk0wn,0
38536,27,student,single,secondary,0,89,1,0,cellular,14,may,68,3,-1,0,unk0wn,0
38537,35,services,married,secondary,0,1417,1,0,cellular,14,may,65,3,-1,0,unk0wn,0
38538,34,management,married,tertiary,0,186,1,0,cellular,14,may,115,3,-1,0,unk0wn,0
38539,32,services,single,secondary,0,385,1,0,cellular,14,may,247,2,-1,0,unk0wn,0
38540,51,entrepreneur,married,secondary,0,934,1,1,cellular,14,may,164,3,-1,0,unk0wn,0
38541,28,blue-collar,single,secondary,0,5,1,0,cellular,14,may,178,2,360,3,failure,0
38542,26,services,single,tertiary,0,130,1,0,cellular,14,may,24,7,302,1,failure,0
38543,29,admin.,single,secondary,0,65,1,0,cellular,14,may,9,6,-1,0,unk0wn,0
38544,38,management,divorced,tertiary,0,1149,1,0,cellular,14,may,91,4,-1,0,unk0wn,0
38545,42,blue-collar,married,primary,0,1398,0,0,telephone,14,may,36,6,-1,0,unk0wn,0
38546,31,management,married,tertiary,0,22546,1,0,cellular,14,may,8,6,267,4,failure,0
38547,37,services,married,secondary,0,1140,1,0,cellular,14,may,33,3,-1,0,unk0wn,0
38548,37,blue-collar,married,secondary,0,3269,1,1,cellular,14,may,121,2,-1,0,unk0wn,0
38549,28,blue-collar,married,primary,0,674,1,0,telephone,14,may,921,4,-1,0,unk0wn,0
38550,30,blue-collar,married,secondary,0,2583,1,0,cellular,14,may,436,3,-1,0,unk0wn,0
38551,35,blue-collar,married,unk0wn,0,568,1,0,cellular,14,may,119,2,293,1,failure,0
38552,35,blue-collar,single,primary,0,1284,1,0,telephone,14,may,13,5,-1,0,unk0wn,0
38553,45,blue-collar,married,primary,0,528,1,0,cellular,14,may,16,7,-1,0,unk0wn,0
38554,40,blue-collar,single,primary,0,2226,1,0,telephone,14,may,7,7,-1,0,unk0wn,0
38555,34,services,single,secondary,0,183,1,0,cellular,14,may,259,4,-1,0,unk0wn,0
38556,55,entrepreneur,divorced,tertiary,0,903,1,0,telephone,14,may,536,3,-1,0,unk0wn,0
38557,40,services,divorced,secondary,0,131,1,0,cellular,14,may,102,3,-1,0,unk0wn,0
38558,32,blue-collar,married,secondary,0,822,1,0,cellular,14,may,19,8,366,6,failure,0
38559,33,management,married,secondary,0,-224,1,0,cellular,14,may,152,2,259,8,other,0
38560,56,blue-collar,married,secondary,0,126,0,0,cellular,14,may,113,2,-1,0,unk0wn,0
38561,30,blue-collar,single,secondary,0,348,1,0,cellular,14,may,14,3,358,1,other,0
38562,34,technician,divorced,secondary,0,175,1,0,cellular,14,may,21,8,-1,0,unk0wn,0
38563,28,admin.,single,secondary,0,20,1,0,cellular,14,may,17,5,370,4,other,0
38564,47,admin.,married,secondary,0,120,1,0,telephone,14,may,18,6,365,11,failure,0
38565,46,blue-collar,married,secondary,0,2836,1,0,cellular,14,may,13,7,358,7,other,0
38566,45,blue-collar,single,secondary,1,0,1,0,cellular,14,may,17,7,287,13,other,0
38567,42,blue-collar,married,primary,0,325,1,0,cellular,14,may,99,4,-1,0,unk0wn,0
38568,39,management,married,tertiary,0,0,1,0,cellular,14,may,11,15,261,38,failure,0
38569,44,services,divorced,secondary,0,206,1,0,cellular,14,may,78,1,365,1,failure,0
38570,31,management,married,secondary,0,466,1,0,cellular,14,may,164,1,-1,0,unk0wn,0
38571,49,services,married,tertiary,0,411,0,0,telephone,14,may,9,6,-1,0,unk0wn,0
38572,44,services,divorced,secondary,0,130,1,0,cellular,14,may,263,1,371,1,failure,0
38573,56,blue-collar,married,secondary,0,244,1,0,cellular,14,may,465,3,-1,0,unk0wn,0
38574,43,blue-collar,married,secondary,0,1437,1,0,cellular,14,may,94,1,-1,0,unk0wn,0
38575,36,admin.,divorced,secondary,0,437,1,0,cellular,14,may,722,2,344,1,success,1
38576,33,management,single,secondary,0,1615,1,0,cellular,14,may,178,8,174,3,failure,0
38577,49,technician,married,secondary,0,-205,1,1,cellular,14,may,6,6,309,1,failure,0
38578,43,blue-collar,single,secondary,0,276,1,0,cellular,14,may,33,6,-1,0,unk0wn,0
38579,33,admin.,married,secondary,0,1521,1,0,cellular,14,may,222,1,-1,0,unk0wn,0
38580,34,blue-collar,married,secondary,0,529,1,0,cellular,14,may,325,1,351,3,failure,0
38581,26,management,single,tertiary,0,3944,1,0,cellular,14,may,974,2,-1,0,unk0wn,1
38582,32,management,single,tertiary,0,469,1,0,cellular,14,may,925,1,-1,0,unk0wn,0
38583,43,management,married,tertiary,0,1712,1,0,cellular,14,may,254,11,-1,0,unk0wn,0
38584,35,technician,married,tertiary,0,-269,1,1,cellular,14,may,344,4,-1,0,unk0wn,0
38585,58,services,married,primary,0,2946,1,0,cellular,14,may,467,1,-1,0,unk0wn,1
38586,55,self-employed,married,secondary,0,203,1,0,telephone,14,may,9,5,174,12,other,0
38587,33,admin.,single,secondary,0,223,1,1,cellular,14,may,15,11,352,4,failure,0
38588,54,admin.,single,secondary,0,3344,1,0,cellular,14,may,12,8,-1,0,unk0wn,0
38589,27,blue-collar,married,secondary,0,1028,1,1,cellular,14,may,580,1,329,1,failure,0
38590,36,blue-collar,married,unk0wn,0,1336,1,1,cellular,14,may,42,7,-1,0,unk0wn,0
38591,35,blue-collar,married,secondary,0,257,1,0,cellular,14,may,186,1,-1,0,unk0wn,0
38592,33,management,single,tertiary,0,283,1,0,cellular,14,may,40,1,-1,0,unk0wn,0
38593,26,blue-collar,single,primary,0,619,1,1,cellular,14,may,720,1,352,1,failure,0
38594,36,services,married,secondary,0,3988,1,1,cellular,14,may,141,1,-1,0,unk0wn,0
38595,33,services,single,secondary,0,100,1,0,cellular,14,may,11,8,297,7,other,0
38596,44,blue-collar,married,secondary,0,-182,1,1,cellular,14,may,10,10,-1,0,unk0wn,0
38597,28,blue-collar,single,primary,0,54,1,0,cellular,14,may,533,1,371,1,other,1
38598,37,services,divorced,secondary,0,241,1,0,cellular,14,may,189,1,371,1,failure,0
38599,37,technician,single,secondary,0,2139,1,0,cellular,14,may,146,3,-1,0,unk0wn,0
38600,33,blue-collar,married,primary,0,149,1,0,cellular,14,may,21,2,-1,0,unk0wn,0
38601,31,services,married,secondary,0,179,1,0,cellular,14,may,365,1,351,1,failure,0
38602,33,technician,single,secondary,0,1733,1,0,cellular,14,may,895,3,-1,0,unk0wn,0
38603,41,blue-collar,married,unk0wn,0,2361,0,0,cellular,14,may,91,1,-1,0,unk0wn,0
38604,39,technician,married,secondary,0,133,1,0,cellular,14,may,84,4,352,4,other,0
38605,32,management,married,tertiary,0,62,1,0,cellular,14,may,166,1,-1,0,unk0wn,0
38606,31,blue-collar,single,secondary,0,982,1,0,cellular,14,may,182,1,-1,0,unk0wn,0
38607,32,services,single,secondary,0,159,1,1,cellular,14,may,46,1,-1,0,unk0wn,0
38608,32,technician,single,tertiary,0,13711,1,0,cellular,14,may,638,1,175,3,success,0
38609,48,blue-collar,divorced,secondary,0,2071,0,0,cellular,14,may,127,1,-1,0,unk0wn,0
38610,39,blue-collar,single,secondary,0,523,1,0,cellular,14,may,306,1,-1,0,unk0wn,0
38611,52,management,married,secondary,0,2216,1,1,cellular,14,may,161,1,332,8,failure,0
38612,49,blue-collar,married,secondary,0,-454,1,0,cellular,14,may,558,1,-1,0,unk0wn,1
38613,32,admin.,single,secondary,0,-133,1,0,cellular,14,may,119,1,352,2,failure,0
38614,34,blue-collar,married,primary,0,-204,1,0,cellular,14,may,61,6,-1,0,unk0wn,0
38615,32,services,single,unk0wn,0,6145,1,0,cellular,14,may,362,1,287,13,failure,0
38616,33,management,married,tertiary,0,0,1,1,cellular,14,may,83,2,-1,0,unk0wn,0
38617,35,blue-collar,divorced,secondary,0,-566,1,0,cellular,14,may,151,2,353,2,failure,0
38618,39,blue-collar,married,secondary,0,49,1,0,cellular,14,may,566,1,370,2,failure,0
38619,33,blue-collar,married,secondary,0,1233,1,0,cellular,14,may,141,1,-1,0,unk0wn,0
38620,31,admin.,single,secondary,0,1270,1,0,cellular,14,may,291,1,364,1,other,0
38621,28,admin.,married,secondary,0,84,1,1,cellular,14,may,287,1,-1,0,unk0wn,0
38622,29,admin.,single,secondary,0,25,1,0,cellular,14,may,244,1,343,2,failure,0
38623,26,blue-collar,single,secondary,0,1006,1,0,cellular,14,may,667,1,-1,0,unk0wn,1
38624,38,services,married,secondary,0,934,1,0,cellular,14,may,715,1,-1,0,unk0wn,1
38625,38,blue-collar,divorced,secondary,0,2048,0,1,cellular,14,may,123,1,-1,0,unk0wn,0
38626,31,blue-collar,married,secondary,0,125,1,0,cellular,14,may,201,1,350,2,failure,0
38627,31,blue-collar,single,tertiary,0,328,1,0,cellular,14,may,414,1,175,1,failure,0
38628,28,student,single,tertiary,0,170,0,0,telephone,14,may,16,5,-1,0,unk0wn,0
38629,37,management,single,tertiary,0,833,1,0,cellular,14,may,212,1,-1,0,unk0wn,0
38630,31,blue-collar,married,primary,0,554,1,0,cellular,14,may,317,1,352,5,failure,0
38631,44,blue-collar,married,secondary,0,500,1,0,cellular,14,may,86,2,304,2,failure,0
38632,32,blue-collar,married,secondary,0,22,1,0,cellular,14,may,145,1,-1,0,unk0wn,0
38633,32,blue-collar,married,secondary,0,1914,1,0,cellular,14,may,532,1,358,1,failure,0
38634,52,admin.,divorced,secondary,0,1135,1,0,cellular,14,may,248,1,-1,0,unk0wn,0
38635,47,admin.,divorced,secondary,0,980,1,0,cellular,14,may,158,1,-1,0,unk0wn,0
38636,46,technician,married,tertiary,0,217,1,0,cellular,14,may,141,1,346,2,other,0
38637,41,blue-collar,married,secondary,0,14,1,0,cellular,14,may,161,3,-1,0,unk0wn,0
38638,30,student,single,tertiary,0,31,1,0,cellular,14,may,23,1,-1,0,unk0wn,0
38639,40,services,married,secondary,0,438,1,0,telephone,14,may,276,1,-1,0,unk0wn,0
38640,46,management,divorced,tertiary,0,225,1,0,cellular,14,may,201,1,345,1,other,0
38641,44,management,married,unk0wn,0,415,1,0,telephone,14,may,7,7,-1,0,unk0wn,0
38642,36,management,married,tertiary,0,242,1,0,cellular,14,may,20,1,-1,0,unk0wn,0
38643,38,admin.,married,secondary,0,66,1,0,cellular,14,may,51,1,365,7,failure,0
38644,35,blue-collar,married,primary,0,602,1,0,cellular,14,may,467,6,-1,0,unk0wn,0
38645,36,management,married,tertiary,0,532,1,0,cellular,14,may,603,1,-1,0,unk0wn,0
38646,28,services,married,primary,0,3,1,0,cellular,14,may,9,1,-1,0,unk0wn,0
38647,38,technician,single,tertiary,0,744,1,0,cellular,14,may,283,1,288,12,other,0
38648,36,self-employed,married,tertiary,0,307,1,0,cellular,14,may,341,1,330,2,other,0
38649,36,admin.,divorced,secondary,0,869,1,0,cellular,14,may,102,1,350,1,failure,0
38650,49,blue-collar,married,tertiary,0,1769,1,0,cellular,14,may,283,2,-1,0,unk0wn,0
38651,54,services,married,primary,0,8,1,0,cellular,14,may,143,1,-1,0,unk0wn,0
38652,44,admin.,divorced,secondary,0,2999,1,0,cellular,14,may,717,1,-1,0,unk0wn,1
38653,28,blue-collar,single,secondary,0,61,1,0,cellular,14,may,428,3,-1,0,unk0wn,0
38654,38,services,divorced,secondary,0,6182,1,0,cellular,14,may,484,3,177,1,other,0
38655,33,management,single,tertiary,0,5145,1,0,cellular,14,may,338,1,175,2,other,0
38656,43,blue-collar,divorced,secondary,0,688,1,0,cellular,14,may,149,3,-1,0,unk0wn,0
38657,43,blue-collar,married,secondary,0,117,1,0,cellular,14,may,73,1,370,1,failure,0
38658,47,technician,married,secondary,0,417,1,0,cellular,14,may,94,1,-1,0,unk0wn,0
38659,43,blue-collar,single,secondary,0,592,1,0,cellular,14,may,260,1,-1,0,unk0wn,0
38660,38,management,single,tertiary,0,-119,1,0,cellular,14,may,185,1,-1,0,unk0wn,0
38661,23,blue-collar,married,secondary,0,0,1,0,cellular,14,may,223,1,-1,0,unk0wn,0
38662,36,management,single,tertiary,0,85,0,0,cellular,14,may,76,1,-1,0,unk0wn,0
38663,56,blue-collar,married,primary,0,828,1,0,cellular,14,may,214,1,349,1,failure,0
38664,49,management,married,tertiary,0,85,1,0,cellular,14,may,590,5,359,1,other,1
38665,40,retired,divorced,primary,0,919,1,0,cellular,14,may,103,2,-1,0,unk0wn,0
38666,26,admin.,single,secondary,0,66,1,0,cellular,14,may,451,1,339,3,failure,0
38667,29,technician,single,secondary,0,500,1,0,cellular,14,may,273,3,-1,0,unk0wn,0
38668,31,self-employed,single,tertiary,0,17924,1,0,cellular,14,may,745,1,174,3,failure,1
38669,55,blue-collar,divorced,primary,0,8180,0,0,cellular,14,may,854,2,360,1,failure,1
38670,39,services,married,secondary,0,20928,0,0,cellular,14,may,1166,1,352,1,other,0
38671,48,blue-collar,married,secondary,0,503,1,0,cellular,14,may,105,1,-1,0,unk0wn,0
38672,34,blue-collar,married,secondary,0,2436,1,0,cellular,14,may,8,7,-1,0,unk0wn,0
38673,44,admin.,single,secondary,0,275,1,0,cellular,14,may,7,5,367,4,failure,0
38674,32,management,married,tertiary,0,2431,1,0,cellular,14,may,646,5,-1,0,unk0wn,1
38675,49,blue-collar,single,primary,0,87,1,0,telephone,14,may,162,2,-1,0,unk0wn,0
38676,37,technician,married,secondary,0,720,1,0,cellular,14,may,365,6,36,3,failure,0
38677,37,admin.,divorced,secondary,0,0,1,1,cellular,14,may,17,7,-1,0,unk0wn,0
38678,40,unemployed,married,secondary,0,270,1,0,cellular,14,may,255,2,345,1,failure,0
38679,40,technician,married,tertiary,0,253,1,0,cellular,14,may,377,4,280,2,other,0
38680,43,management,married,primary,0,62,1,0,cellular,14,may,133,1,300,3,failure,0
38681,37,admin.,single,secondary,0,9,1,0,cellular,14,may,165,1,-1,0,unk0wn,0
38682,35,services,married,secondary,0,341,1,0,cellular,14,may,345,1,-1,0,unk0wn,1
38683,48,blue-collar,divorced,primary,0,194,1,0,cellular,14,may,263,1,-1,0,unk0wn,0
38684,35,admin.,married,secondary,0,3863,1,0,cellular,14,may,125,1,175,1,failure,0
38685,50,blue-collar,divorced,primary,0,1629,1,0,cellular,14,may,67,1,-1,0,unk0wn,0
38686,31,services,married,secondary,0,640,1,0,cellular,14,may,411,2,-1,0,unk0wn,0
38687,35,management,single,tertiary,0,-146,1,0,cellular,14,may,279,1,266,1,failure,0
38688,35,blue-collar,single,secondary,0,4963,1,0,cellular,14,may,456,1,300,1,failure,1
38689,33,blue-collar,married,secondary,0,705,1,0,cellular,14,may,112,2,-1,0,unk0wn,0
38690,35,services,single,secondary,0,35,1,0,cellular,14,may,152,1,-1,0,unk0wn,0
38691,31,admin.,married,secondary,0,8781,1,0,cellular,14,may,680,1,177,1,success,1
38692,28,blue-collar,married,secondary,0,373,1,0,cellular,14,may,10,9,344,1,failure,0
38693,39,technician,single,secondary,0,1355,1,0,cellular,14,may,1180,1,-1,0,unk0wn,1
38694,39,management,single,tertiary,0,3202,1,0,cellular,14,may,14,8,-1,0,unk0wn,0
38695,48,admin.,divorced,unk0wn,0,-70,0,0,cellular,14,may,243,1,-1,0,unk0wn,0
38696,29,admin.,married,secondary,0,6429,1,1,cellular,14,may,535,1,352,2,failure,0
38697,49,entrepreneur,divorced,secondary,0,816,1,0,cellular,14,may,12,7,-1,0,unk0wn,0
38698,29,blue-collar,single,unk0wn,0,913,1,0,telephone,14,may,188,1,352,2,failure,0
38699,38,technician,single,secondary,0,1211,1,0,cellular,14,may,498,1,358,1,success,0
38700,53,services,divorced,primary,0,146,1,0,cellular,14,may,149,1,370,1,failure,0
38701,28,services,married,secondary,0,0,1,0,telephone,14,may,62,7,-1,0,unk0wn,0
38702,50,blue-collar,married,secondary,0,-581,1,0,cellular,14,may,877,2,345,5,failure,0
38703,40,admin.,single,primary,0,846,1,0,cellular,14,may,204,1,-1,0,unk0wn,0
38704,48,admin.,divorced,secondary,0,-407,1,0,cellular,14,may,210,2,352,1,failure,0
38705,54,retired,married,secondary,0,1139,1,0,cellular,14,may,155,1,177,7,failure,0
38706,34,management,married,tertiary,0,902,1,0,cellular,14,may,159,1,367,2,other,0
38707,28,admin.,divorced,secondary,0,-504,1,1,cellular,14,may,578,1,-1,0,unk0wn,1
38708,59,management,married,tertiary,0,2260,1,0,cellular,14,may,303,1,-1,0,unk0wn,0
38709,31,blue-collar,single,secondary,0,183,1,0,cellular,14,may,258,1,300,1,success,0
38710,55,management,married,primary,0,366,1,0,cellular,14,may,161,1,364,1,failure,0
38711,26,admin.,single,secondary,1,-930,1,0,cellular,14,may,786,1,-1,0,unk0wn,1
38712,39,management,married,tertiary,0,1738,1,0,cellular,14,may,633,1,358,1,other,1
38713,29,management,single,tertiary,0,21,1,0,cellular,14,may,107,4,371,3,failure,0
38714,46,management,divorced,tertiary,0,233,1,1,cellular,14,may,57,4,-1,0,unk0wn,0
38715,48,blue-collar,married,primary,0,214,1,1,cellular,14,may,307,1,177,2,failure,1
38716,39,technician,single,secondary,0,-237,1,0,cellular,14,may,64,2,-1,0,unk0wn,0
38717,42,blue-collar,single,primary,0,22,1,0,cellular,14,may,116,4,365,1,failure,0
38718,35,blue-collar,married,primary,0,113,1,0,cellular,14,may,318,3,-1,0,unk0wn,0
38719,30,technician,married,secondary,0,0,1,0,cellular,14,may,47,3,-1,0,unk0wn,0
38720,23,admin.,single,secondary,0,21,1,1,cellular,14,may,183,3,-1,0,unk0wn,0
38721,37,blue-collar,married,unk0wn,0,969,1,0,cellular,14,may,343,2,-1,0,unk0wn,0
38722,25,student,single,secondary,0,963,1,0,telephone,14,may,230,4,301,1,failure,0
38723,28,admin.,single,secondary,0,3,0,0,cellular,14,may,138,2,-1,0,unk0wn,0
38724,42,blue-collar,married,primary,0,142,1,0,cellular,14,may,11,5,-1,0,unk0wn,0
38725,28,blue-collar,married,primary,0,206,1,0,cellular,14,may,155,2,-1,0,unk0wn,0
38726,55,retired,married,secondary,0,785,1,0,cellular,14,may,47,1,370,2,failure,0
38727,42,entrepreneur,married,secondary,0,718,1,0,cellular,14,may,201,2,365,2,failure,0
38728,33,blue-collar,married,secondary,0,687,1,0,cellular,14,may,72,2,370,1,failure,0
38729,39,management,married,tertiary,0,1090,1,0,cellular,14,may,11,5,-1,0,unk0wn,0
38730,45,blue-collar,married,primary,0,345,1,0,telephone,14,may,289,3,-1,0,unk0wn,0
38731,43,technician,married,secondary,0,38,1,0,cellular,14,may,273,1,-1,0,unk0wn,0
38732,30,admin.,single,secondary,0,43,1,0,cellular,14,may,91,1,370,2,failure,0
38733,40,blue-collar,married,primary,0,3705,1,0,cellular,14,may,23,1,332,1,failure,0
38734,28,technician,single,tertiary,0,375,1,0,cellular,14,may,43,1,350,1,other,0
38735,43,management,married,tertiary,0,-271,1,1,telephone,14,may,121,1,-1,0,unk0wn,0
38736,40,blue-collar,divorced,secondary,0,973,0,0,cellular,14,may,449,1,-1,0,unk0wn,1
38737,50,management,married,secondary,0,125,1,1,cellular,14,may,8,5,-1,0,unk0wn,0
38738,30,blue-collar,married,secondary,0,15,1,1,cellular,14,may,524,1,370,2,failure,0
38739,37,blue-collar,married,primary,0,397,1,0,telephone,14,may,13,5,-1,0,unk0wn,0
38740,48,management,divorced,tertiary,0,541,1,0,cellular,14,may,72,1,363,2,other,0
38741,46,blue-collar,married,secondary,0,431,1,0,cellular,14,may,157,4,367,1,failure,0
38742,60,blue-collar,married,secondary,0,1407,1,0,cellular,14,may,112,1,370,1,failure,0
38743,34,blue-collar,married,secondary,0,175,1,0,cellular,14,may,50,2,364,2,failure,0
38744,43,entrepreneur,married,primary,0,2315,1,1,cellular,14,may,42,1,-1,0,unk0wn,0
38745,41,blue-collar,single,secondary,0,1880,0,1,cellular,14,may,35,1,356,10,other,0
38746,33,blue-collar,single,secondary,0,142,1,0,cellular,14,may,123,1,360,3,other,0
38747,43,technician,single,secondary,0,214,1,0,cellular,14,may,335,1,-1,0,unk0wn,0
38748,32,admin.,married,secondary,0,684,1,0,cellular,14,may,607,3,-1,0,unk0wn,1
38749,30,blue-collar,married,secondary,0,-97,1,1,cellular,14,may,255,1,356,1,other,0
38750,34,blue-collar,single,secondary,0,1351,1,0,cellular,14,may,334,2,-1,0,unk0wn,0
38751,55,retired,married,primary,0,-966,0,1,cellular,14,may,104,1,-1,0,unk0wn,0
38752,29,management,married,secondary,0,231,0,0,cellular,14,may,1075,1,14,1,failure,1
38753,35,management,married,tertiary,0,1212,1,0,cellular,14,may,235,1,352,1,other,0
38754,40,blue-collar,married,primary,0,637,1,0,cellular,14,may,200,1,-1,0,unk0wn,0
38755,31,blue-collar,married,secondary,0,625,1,0,cellular,14,may,137,3,-1,0,unk0wn,0
38756,37,technician,divorced,secondary,0,5957,1,0,cellular,14,may,64,3,177,2,failure,0
38757,41,blue-collar,married,secondary,0,580,1,0,cellular,14,may,874,1,363,1,failure,1
38758,28,management,single,tertiary,0,1027,1,0,cellular,14,may,433,1,-1,0,unk0wn,0
38759,31,management,married,tertiary,0,0,1,0,cellular,14,may,215,1,-1,0,unk0wn,0
38760,31,technician,single,secondary,0,7567,0,0,cellular,14,may,287,1,276,2,failure,0
38761,51,blue-collar,single,secondary,0,708,1,0,telephone,14,may,391,1,364,1,failure,0
38762,46,housemaid,single,secondary,0,198,1,0,cellular,14,may,93,1,350,1,other,0
38763,57,services,married,secondary,0,0,1,0,cellular,14,may,16,9,282,3,other,0
38764,28,student,married,secondary,0,704,1,1,cellular,14,may,171,3,-1,0,unk0wn,0
38765,26,technician,single,tertiary,0,468,1,0,cellular,14,may,221,2,364,1,failure,0
38766,47,admin.,married,secondary,0,1934,0,1,cellular,14,may,225,1,364,1,failure,0
38767,36,management,married,secondary,0,1825,1,0,cellular,14,may,24,1,346,1,failure,0
38768,28,admin.,married,secondary,0,22,1,1,cellular,14,may,523,2,-1,0,unk0wn,0
38769,32,blue-collar,married,secondary,0,-103,1,0,cellular,14,may,298,1,-1,0,unk0wn,0
38770,38,services,single,primary,0,393,1,0,cellular,14,may,200,1,-1,0,unk0wn,0
38771,30,blue-collar,married,primary,0,99,1,0,telephone,14,may,93,1,-1,0,unk0wn,0
38772,33,technician,single,secondary,0,716,1,0,cellular,14,may,234,2,-1,0,unk0wn,0
38773,38,blue-collar,married,primary,0,132,1,0,cellular,14,may,797,2,-1,0,unk0wn,0
38774,36,technician,single,secondary,0,-206,1,0,cellular,14,may,419,1,360,4,failure,0
38775,30,blue-collar,single,secondary,0,-177,1,0,cellular,14,may,87,1,345,2,other,0
38776,53,services,single,secondary,0,4778,1,0,cellular,14,may,83,1,-1,0,unk0wn,0
38777,42,entrepreneur,married,tertiary,0,171,1,0,cellular,14,may,135,1,176,5,failure,0
38778,51,management,divorced,tertiary,0,-256,1,1,cellular,14,may,97,1,-1,0,unk0wn,0
38779,39,admin.,divorced,secondary,0,1089,1,0,cellular,14,may,128,1,-1,0,unk0wn,0
38780,45,entrepreneur,married,primary,0,276,1,1,cellular,14,may,586,1,364,1,failure,0
38781,34,management,married,tertiary,0,273,1,0,cellular,14,may,492,1,175,2,failure,1
38782,29,admin.,married,tertiary,0,111,0,0,cellular,14,may,208,1,-1,0,unk0wn,0
38783,54,blue-collar,married,primary,0,316,1,0,cellular,14,may,240,1,-1,0,unk0wn,0
